call_id,calling_number,called_number,start_time,end_time,duration,call_type
308,21650489464,216606167,2025-01-13 14:43:57,2025-01-13 15:30:15,2778,Outgoing
309,21650157987,216393323,2025-01-13 14:38:48,2025-01-13 15:10:12,1884,Outgoing
310,21650944211,216859191,2025-01-13 15:02:11,2025-01-13 15:47:21,2710,Incoming
311,21650545514,216789931,2025-01-13 14:12:21,2025-01-13 15:11:52,3571,Outgoing
312,21650322225,216514516,2025-01-13 14:10:02,2025-01-13 14:55:00,2698,Outgoing
313,21650912006,216975797,2025-01-13 15:11:29,2025-01-13 15:15:30,241,Outgoing
314,21650769504,216724366,2025-01-13 13:50:27,2025-01-13 14:23:29,1982,Incoming
315,21650397975,216276439,2025-01-13 15:16:24,2025-01-13 15:54:07,2263,Incoming
316,21650645567,216999160,2025-01-13 15:02:52,2025-01-13 15:50:32,2860,Incoming
317,21650458815,216966131,2025-01-13 13:53:22,2025-01-13 13:59:37,375,Outgoing
318,21650657996,216502448,2025-01-13 14:01:04,2025-01-13 14:27:13,1569,Incoming
319,21650407631,216445598,2025-01-13 13:46:28,2025-01-13 14:13:57,1649,Outgoing
320,21650695418,216500724,2025-01-13 14:41:24,2025-01-13 14:45:03,219,Incoming
321,21650173284,216650300,2025-01-13 14:51:38,2025-01-13 15:15:47,1449,Incoming
322,21650772634,216606098,2025-01-13 14:35:26,2025-01-13 15:34:06,3520,Incoming
323,21650721847,216247951,2025-01-13 15:20:09,2025-01-13 16:18:21,3492,Incoming
324,21650995325,216700136,2025-01-13 14:48:43,2025-01-13 15:20:31,1908,Outgoing
325,21650853195,216254925,2025-01-13 14:14:08,2025-01-13 14:56:33,2545,Incoming
326,21650476038,216849458,2025-01-13 14:58:12,2025-01-13 15:07:05,533,Outgoing
327,21650956995,216685182,2025-01-13 13:37:28,2025-01-13 14:05:07,1659,Outgoing
328,21650861096,216568175,2025-01-13 14:24:47,2025-01-13 14:32:06,439,Incoming
329,21650305962,216577197,2025-01-13 14:39:28,2025-01-13 15:11:38,1930,Incoming
330,21650589631,216348511,2025-01-13 14:35:14,2025-01-13 15:27:40,3146,Incoming
331,21650939212,216184042,2025-01-13 14:41:12,2025-01-13 15:25:51,2679,Outgoing
332,21650303035,216980574,2025-01-13 13:48:46,2025-01-13 14:26:09,2243,Outgoing
333,21650147993,216973247,2025-01-13 13:24:39,2025-01-13 14:16:59,3140,Outgoing
334,21650157816,216718524,2025-01-13 13:58:36,2025-01-13 14:30:23,1907,Incoming
335,21650824849,216645481,2025-01-13 14:49:10,2025-01-13 14:57:08,478,Incoming
336,21650648632,216921479,2025-01-13 14:46:39,2025-01-13 15:37:06,3027,Incoming
337,21650134070,216849299,2025-01-13 13:33:43,2025-01-13 14:24:15,3032,Incoming
338,21650373152,216573927,2025-01-13 14:17:36,2025-01-13 15:14:59,3443,Outgoing
339,21650892095,216702388,2025-01-13 13:25:48,2025-01-13 14:23:44,3476,Incoming
340,21650452258,216610479,2025-01-13 14:23:56,2025-01-13 14:52:19,1703,Outgoing
341,21650646581,216418491,2025-01-13 15:17:11,2025-01-13 16:06:41,2970,Incoming
342,21650521986,216450538,2025-01-13 15:21:08,2025-01-13 15:27:17,369,Incoming
343,21650632334,216469558,2025-01-13 13:53:48,2025-01-13 13:57:03,195,Outgoing
344,21650646258,216859030,2025-01-13 14:31:10,2025-01-13 14:54:11,1381,Outgoing
345,21650508724,216793553,2025-01-13 13:37:19,2025-01-13 13:58:15,1256,Incoming
346,21650803459,216264444,2025-01-13 13:49:27,2025-01-13 13:56:33,426,Incoming
347,21650421138,216339512,2025-01-13 13:35:24,2025-01-13 14:01:27,1563,Outgoing
348,21650637943,216410833,2025-01-13 13:39:29,2025-01-13 14:38:00,3511,Outgoing
349,21650878602,216133755,2025-01-13 14:32:31,2025-01-13 14:54:18,1307,Incoming
350,21650651310,216906118,2025-01-13 14:14:58,2025-01-13 14:30:05,907,Incoming
351,21650675350,216512017,2025-01-13 14:50:18,2025-01-13 15:12:42,1344,Outgoing
352,21650222196,216457228,2025-01-13 14:49:17,2025-01-13 14:59:04,587,Outgoing
353,21650267442,216351779,2025-01-13 14:23:53,2025-01-13 15:16:19,3146,Outgoing
354,21650346973,216704011,2025-01-13 14:31:50,2025-01-13 15:23:25,3095,Incoming
355,21650182419,216703666,2025-01-13 15:22:29,2025-01-13 16:11:08,2919,Outgoing
356,21650316730,216113197,2025-01-13 13:44:10,2025-01-13 14:08:10,1440,Incoming
357,21650685892,216823637,2025-01-13 14:18:17,2025-01-13 14:33:18,901,Outgoing
358,21650401021,216501658,2025-01-13 14:33:47,2025-01-13 15:04:56,1869,Incoming
359,21650523268,216878779,2025-01-13 14:49:41,2025-01-13 15:27:28,2267,Outgoing
360,21650226024,216867431,2025-01-13 13:54:03,2025-01-13 14:02:57,534,Outgoing
361,21650204824,216680316,2025-01-13 14:55:00,2025-01-13 15:02:08,428,Incoming
362,21650152253,216856619,2025-01-13 14:02:13,2025-01-13 14:10:40,507,Incoming
363,21650242753,216120903,2025-01-13 13:36:48,2025-01-13 14:07:16,1828,Incoming
364,21650167951,216999313,2025-01-13 15:12:01,2025-01-13 15:52:46,2445,Incoming
365,21650873963,216606595,2025-01-13 14:12:04,2025-01-13 15:05:27,3203,Outgoing
366,21650551397,216439029,2025-01-13 14:33:21,2025-01-13 15:00:28,1627,Incoming
367,21650258682,216417372,2025-01-13 14:31:45,2025-01-13 15:19:26,2861,Outgoing
368,21650413994,216259890,2025-01-13 15:00:24,2025-01-13 15:42:14,2510,Outgoing
369,21650779737,216417727,2025-01-13 14:31:22,2025-01-13 14:49:42,1100,Outgoing
370,21650995241,216151523,2025-01-13 15:18:08,2025-01-13 16:00:17,2529,Outgoing
371,21650445852,216173426,2025-01-13 15:13:40,2025-01-13 16:12:58,3558,Outgoing
372,21650869446,216861614,2025-01-13 13:42:38,2025-01-13 13:49:43,425,Outgoing
373,21650301855,216890692,2025-01-13 13:33:07,2025-01-13 13:50:41,1054,Outgoing
374,21650797884,216660618,2025-01-13 14:00:43,2025-01-13 14:04:40,237,Outgoing
375,21650907650,216936580,2025-01-13 13:55:01,2025-01-13 14:10:25,924,Incoming
376,21650853082,216667135,2025-01-13 15:19:40,2025-01-13 15:55:52,2172,Outgoing
377,21650889411,216143852,2025-01-13 14:07:03,2025-01-13 14:23:22,979,Outgoing
378,21650844560,216237197,2025-01-13 14:45:04,2025-01-13 14:47:19,135,Incoming
379,21650263734,216230771,2025-01-13 13:51:47,2025-01-13 14:28:06,2179,Outgoing
380,21650931184,216441032,2025-01-13 15:20:09,2025-01-13 16:11:49,3100,Incoming
381,21650585724,216610372,2025-01-13 13:55:48,2025-01-13 14:24:39,1731,Outgoing
382,21650102838,216853111,2025-01-13 15:17:38,2025-01-13 15:20:23,165,Incoming
383,21650673618,216587073,2025-01-13 15:05:42,2025-01-13 15:52:32,2810,Incoming
384,21650318241,216689068,2025-01-13 14:55:24,2025-01-13 15:36:29,2465,Incoming
385,21650178253,216421131,2025-01-13 15:01:33,2025-01-13 15:56:21,3288,Outgoing
386,21650153052,216240960,2025-01-13 15:20:27,2025-01-13 15:39:27,1140,Outgoing
387,21650181162,216737123,2025-01-13 14:12:23,2025-01-13 14:55:31,2588,Outgoing
388,21650425903,216547665,2025-01-13 14:41:41,2025-01-13 15:37:59,3378,Incoming
389,21650941424,216523619,2025-01-13 15:09:24,2025-01-13 16:08:59,3575,Incoming
390,21650252700,216587370,2025-01-13 15:10:53,2025-01-13 15:17:20,387,Incoming
391,21650125307,216908278,2025-01-13 14:42:33,2025-01-13 15:25:20,2567,Incoming
392,21650770454,216164360,2025-01-13 13:33:15,2025-01-13 13:51:21,1086,Incoming
393,21650910182,216285958,2025-01-13 15:05:58,2025-01-13 15:49:49,2631,Incoming
394,21650672889,216563593,2025-01-13 14:52:01,2025-01-13 15:21:37,1776,Outgoing
395,21650172292,216442888,2025-01-13 13:53:06,2025-01-13 14:52:19,3553,Incoming
396,21650274940,216457135,2025-01-13 14:44:14,2025-01-13 14:54:44,630,Incoming
397,21650107882,216185412,2025-01-13 14:55:22,2025-01-13 15:30:51,2129,Incoming
398,21650150682,216305317,2025-01-13 15:07:56,2025-01-13 16:00:25,3149,Incoming
399,21650991846,216952361,2025-01-13 13:28:02,2025-01-13 14:16:29,2907,Incoming
400,21650837489,216566653,2025-01-13 14:58:05,2025-01-13 15:20:10,1325,Incoming
401,21650511724,216462143,2025-01-13 14:31:24,2025-01-13 15:19:31,2887,Incoming
402,21650200382,216124094,2025-01-13 14:19:34,2025-01-13 14:33:33,839,Incoming
403,21650921797,216205721,2025-01-13 13:48:07,2025-01-13 14:29:31,2484,Outgoing
404,21650273641,216127097,2025-01-13 14:54:28,2025-01-13 15:36:42,2534,Outgoing
405,21650578475,216989881,2025-01-13 14:45:57,2025-01-13 15:38:02,3125,Incoming
406,21650961198,216808079,2025-01-13 13:55:35,2025-01-13 13:56:23,48,Outgoing
407,21650445582,216676937,2025-01-13 15:03:29,2025-01-13 15:05:07,98,Incoming
408,21650264497,216787103,2025-01-13 13:48:07,2025-01-13 14:09:14,1267,Incoming
409,21650821242,216830849,2025-01-13 14:38:54,2025-01-13 14:53:29,875,Outgoing
410,21650410338,216571009,2025-01-13 14:19:56,2025-01-13 14:35:22,926,Outgoing
411,21650869034,216668557,2025-01-13 14:28:00,2025-01-13 14:41:12,792,Incoming
412,21650195556,216873120,2025-01-13 13:34:37,2025-01-13 14:16:22,2505,Incoming
413,21650449668,216519095,2025-01-13 14:41:31,2025-01-13 15:25:19,2628,Incoming
414,21650526573,216173161,2025-01-13 14:37:46,2025-01-13 14:58:37,1251,Incoming
415,21650457658,216931876,2025-01-13 13:53:02,2025-01-13 14:16:46,1424,Incoming
416,21650136277,216235675,2025-01-13 13:50:22,2025-01-13 14:48:03,3461,Outgoing
417,21650941825,216237243,2025-01-13 13:35:37,2025-01-13 13:54:56,1159,Incoming
418,21650431193,216832493,2025-01-13 14:39:51,2025-01-13 14:52:16,745,Outgoing
419,21650604396,216195513,2025-01-13 13:55:39,2025-01-13 13:58:48,189,Outgoing
420,21650889119,216871489,2025-01-13 14:31:01,2025-01-13 15:08:43,2262,Outgoing
421,21650616945,216355309,2025-01-13 14:47:24,2025-01-13 15:08:50,1286,Incoming
422,21650752183,216727334,2025-01-13 13:50:11,2025-01-13 13:56:04,353,Outgoing
423,21650140107,216149594,2025-01-13 15:14:43,2025-01-13 15:53:19,2316,Incoming
424,21650614864,216184212,2025-01-13 14:56:07,2025-01-13 15:06:17,610,Outgoing
425,21650166089,216712468,2025-01-13 14:28:02,2025-01-13 14:33:14,312,Incoming
426,21650133927,216707294,2025-01-13 14:10:32,2025-01-13 14:49:04,2312,Incoming
427,21650345997,216143135,2025-01-13 15:16:43,2025-01-13 15:23:52,429,Outgoing
428,21650303114,216700744,2025-01-13 14:14:39,2025-01-13 14:33:19,1120,Incoming
429,21650670150,216954580,2025-01-13 13:27:32,2025-01-13 13:57:39,1807,Outgoing
430,21650245090,216472365,2025-01-13 14:01:10,2025-01-13 14:30:30,1760,Incoming
431,21650670236,216468309,2025-01-13 13:48:09,2025-01-13 13:56:31,502,Incoming
432,21650265665,216393669,2025-01-13 13:31:58,2025-01-13 14:02:12,1814,Incoming
433,21650324145,216277186,2025-01-13 14:04:52,2025-01-13 14:59:01,3249,Incoming
434,21650210944,216736796,2025-01-13 13:24:08,2025-01-13 13:43:56,1188,Outgoing
435,21650832749,216988854,2025-01-13 14:35:48,2025-01-13 15:34:43,3535,Incoming
436,21650319636,216513239,2025-01-13 13:47:21,2025-01-13 14:39:26,3125,Outgoing
437,21650521590,216514365,2025-01-13 15:01:58,2025-01-13 15:37:01,2103,Outgoing
438,21650265488,216421899,2025-01-13 14:50:20,2025-01-13 15:32:06,2506,Outgoing
439,21650953599,216307947,2025-01-13 14:11:08,2025-01-13 14:53:31,2543,Incoming
440,21650847977,216719806,2025-01-13 13:59:20,2025-01-13 14:44:48,2728,Outgoing
441,21650595614,216311442,2025-01-13 15:17:37,2025-01-13 15:20:42,185,Outgoing
442,21650141398,216744564,2025-01-13 13:55:52,2025-01-13 14:08:02,730,Outgoing
443,21650291799,216237417,2025-01-13 14:51:11,2025-01-13 15:36:53,2742,Outgoing
444,21650443745,216183217,2025-01-13 14:50:09,2025-01-13 15:05:43,934,Outgoing
445,21650805332,216340723,2025-01-13 14:56:37,2025-01-13 15:10:24,827,Incoming
446,21650843648,216992633,2025-01-13 14:23:48,2025-01-13 14:52:01,1693,Incoming
447,21650660043,216421527,2025-01-13 14:16:09,2025-01-13 14:53:36,2247,Outgoing
448,21650760774,216791543,2025-01-13 14:26:33,2025-01-13 15:07:48,2475,Incoming
449,21650435363,216624327,2025-01-13 13:39:45,2025-01-13 14:18:53,2348,Outgoing
450,21650899822,216564905,2025-01-13 15:21:51,2025-01-13 15:43:54,1323,Incoming
451,21650373215,216371615,2025-01-13 14:55:26,2025-01-13 15:41:34,2768,Outgoing
452,21650806029,216866364,2025-01-13 13:39:36,2025-01-13 14:22:28,2572,Outgoing
453,21650847696,216704805,2025-01-13 14:05:42,2025-01-13 14:28:02,1340,Incoming
454,21650978424,216776015,2025-01-13 14:11:33,2025-01-13 14:20:22,529,Incoming
455,21650219448,216938323,2025-01-13 14:37:28,2025-01-13 14:57:58,1230,Incoming
456,21650819097,216143868,2025-01-13 15:19:14,2025-01-13 16:02:49,2615,Outgoing
457,21650422456,216829366,2025-01-13 14:27:11,2025-01-13 15:14:23,2832,Outgoing
458,21650622364,216832123,2025-01-13 14:14:03,2025-01-13 14:55:47,2504,Incoming
459,21650192535,216709179,2025-01-13 15:07:30,2025-01-13 16:02:30,3300,Incoming
460,21650490587,216899486,2025-01-13 14:15:09,2025-01-13 14:29:17,848,Outgoing
461,21650513714,216966891,2025-01-13 13:47:58,2025-01-13 14:40:30,3152,Incoming
462,21650798939,216295910,2025-01-13 13:42:33,2025-01-13 14:12:55,1822,Incoming
463,21650696855,216287905,2025-01-13 14:56:36,2025-01-13 15:21:50,1514,Incoming
464,21650825867,216758403,2025-01-13 14:30:46,2025-01-13 15:07:14,2188,Outgoing
465,21650658579,216185817,2025-01-13 13:31:04,2025-01-13 13:56:02,1498,Outgoing
466,21650248229,216588705,2025-01-13 14:46:13,2025-01-13 15:09:39,1406,Outgoing
467,21650491105,216121073,2025-01-13 14:00:08,2025-01-13 14:14:07,839,Incoming
468,21650424387,216676738,2025-01-13 14:09:12,2025-01-13 14:23:03,831,Outgoing
469,21650572425,216592636,2025-01-13 15:01:04,2025-01-13 15:41:22,2418,Incoming
470,21650449798,216736652,2025-01-13 14:55:58,2025-01-13 15:28:48,1970,Outgoing
471,21650473312,216276903,2025-01-13 14:42:02,2025-01-13 14:58:25,983,Incoming
472,21650611876,216173433,2025-01-13 14:19:55,2025-01-13 15:07:36,2861,Incoming
473,21650737782,216729595,2025-01-13 14:18:39,2025-01-13 14:25:37,418,Incoming
474,21650163812,216191504,2025-01-13 14:03:09,2025-01-13 14:48:21,2712,Outgoing
475,21650643194,216842400,2025-01-13 14:19:58,2025-01-13 14:23:06,188,Outgoing
476,21650646902,216998086,2025-01-13 13:56:28,2025-01-13 14:21:53,1525,Outgoing
477,21650851901,216928095,2025-01-13 13:49:08,2025-01-13 14:46:12,3424,Outgoing
478,21650686266,216853275,2025-01-13 13:33:24,2025-01-13 14:13:15,2391,Outgoing
479,21650922026,216288684,2025-01-13 13:58:13,2025-01-13 14:27:51,1778,Incoming
480,21650171648,216877311,2025-01-13 13:35:14,2025-01-13 14:18:26,2592,Incoming
481,21650674998,216205727,2025-01-13 14:47:59,2025-01-13 15:06:24,1105,Outgoing
482,21650293649,216852814,2025-01-13 14:33:19,2025-01-13 14:35:23,124,Outgoing
483,21650100263,216791656,2025-01-13 15:10:24,2025-01-13 15:28:13,1069,Incoming
484,21650208139,216608378,2025-01-13 14:18:03,2025-01-13 14:57:11,2348,Incoming
485,21650820307,216658735,2025-01-13 13:52:34,2025-01-13 14:17:38,1504,Outgoing
486,21650636620,216255958,2025-01-13 15:20:11,2025-01-13 15:53:52,2021,Incoming
487,21650863699,216746133,2025-01-13 13:50:08,2025-01-13 13:59:09,541,Outgoing
488,21650334389,216942375,2025-01-13 13:27:28,2025-01-13 13:34:07,399,Outgoing
489,21650166490,216762689,2025-01-13 14:16:45,2025-01-13 14:37:46,1261,Outgoing
490,21650356511,216635456,2025-01-13 14:35:17,2025-01-13 15:01:43,1586,Outgoing
491,21650721003,216516162,2025-01-13 14:00:08,2025-01-13 14:13:36,808,Outgoing
492,21650462708,216761700,2025-01-13 14:26:11,2025-01-13 15:13:50,2859,Incoming
493,21650951821,216404752,2025-01-13 14:20:15,2025-01-13 15:19:34,3559,Outgoing
494,21650652827,216850695,2025-01-13 13:41:47,2025-01-13 13:50:57,550,Incoming
495,21650775848,216754539,2025-01-13 14:37:28,2025-01-13 14:55:46,1098,Incoming
496,21650718785,216406848,2025-01-13 13:41:35,2025-01-13 14:25:02,2607,Outgoing
497,21650236990,216976987,2025-01-13 13:57:40,2025-01-13 14:15:15,1055,Outgoing
498,21650613536,216274165,2025-01-13 14:17:23,2025-01-13 15:07:32,3009,Outgoing
499,21650434233,216823874,2025-01-13 13:27:58,2025-01-13 14:25:31,3453,Outgoing
500,21650117456,216540143,2025-01-13 13:50:31,2025-01-13 14:16:21,1550,Incoming
501,21650841823,216137981,2025-01-13 14:16:49,2025-01-13 15:07:44,3055,Outgoing
502,21650603361,216642894,2025-01-13 14:25:01,2025-01-13 14:28:40,219,Outgoing
503,21650352772,216695430,2025-01-13 13:33:40,2025-01-13 14:13:50,2410,Incoming
504,21650667253,216811921,2025-01-13 13:26:50,2025-01-13 14:14:42,2872,Outgoing
505,21650765577,216322427,2025-01-13 13:47:26,2025-01-13 14:01:58,872,Outgoing
506,21650149323,216795497,2025-01-13 15:17:18,2025-01-13 15:45:30,1692,Incoming
507,21650399558,216347505,2025-01-13 14:36:35,2025-01-13 14:58:29,1314,Incoming
508,21650617613,216109077,2025-01-13 13:29:38,2025-01-13 13:53:56,1458,Outgoing
509,21650928244,216767971,2025-01-13 15:19:54,2025-01-13 15:48:52,1738,Incoming
510,21650335747,216505110,2025-01-13 14:22:31,2025-01-13 14:57:19,2088,Outgoing
511,21650695577,216513183,2025-01-13 15:14:02,2025-01-13 15:14:48,46,Outgoing
512,21650854898,216829690,2025-01-13 13:54:46,2025-01-13 14:06:03,677,Incoming
513,21650422524,216150220,2025-01-13 13:47:01,2025-01-13 14:03:33,992,Incoming
514,21650503632,216997914,2025-01-13 14:52:43,2025-01-13 15:33:34,2451,Outgoing
515,21650617248,216238242,2025-01-13 15:14:09,2025-01-13 15:30:13,964,Incoming
516,21650895092,216690455,2025-01-13 14:07:22,2025-01-13 15:00:11,3169,Outgoing
517,21650998597,216377300,2025-01-13 13:52:52,2025-01-13 14:03:55,663,Incoming
518,21650834030,216656863,2025-01-13 14:59:42,2025-01-13 15:27:06,1644,Incoming
519,21650439242,216460795,2025-01-13 14:32:18,2025-01-13 15:27:30,3312,Outgoing
520,21650858046,216206721,2025-01-13 13:39:43,2025-01-13 13:57:49,1086,Incoming
521,21650264342,216873302,2025-01-13 15:18:58,2025-01-13 15:19:07,9,Outgoing
522,21650316584,216651453,2025-01-13 15:07:03,2025-01-13 15:56:35,2972,Outgoing
523,21650654818,216991619,2025-01-13 14:55:09,2025-01-13 15:43:44,2915,Outgoing
524,21650254729,216519630,2025-01-13 15:17:07,2025-01-13 16:09:32,3145,Incoming
525,21650903140,216228689,2025-01-13 14:45:27,2025-01-13 15:34:00,2913,Incoming
526,21650815493,216500432,2025-01-13 14:47:24,2025-01-13 15:15:40,1696,Incoming
527,21650534128,216718608,2025-01-13 14:48:18,2025-01-13 14:51:57,219,Outgoing
528,21650137692,216898698,2025-01-13 14:01:24,2025-01-13 14:23:46,1342,Incoming
529,21650128957,216854523,2025-01-13 14:33:42,2025-01-13 15:18:30,2688,Incoming
530,21650819463,216126824,2025-01-13 14:21:37,2025-01-13 15:05:31,2634,Incoming
531,21650143022,216163315,2025-01-13 15:03:37,2025-01-13 15:03:48,11,Outgoing
532,21650266943,216596110,2025-01-13 15:22:46,2025-01-13 15:45:40,1374,Incoming
533,21650103507,216543710,2025-01-13 14:20:56,2025-01-13 14:41:57,1261,Outgoing
534,21650223009,216881706,2025-01-13 15:03:16,2025-01-13 15:47:29,2653,Incoming
535,21650583352,216278001,2025-01-13 15:18:37,2025-01-13 15:20:42,125,Incoming
536,21650367782,216915737,2025-01-13 13:49:06,2025-01-13 14:01:22,736,Incoming
537,21650763715,216466879,2025-01-13 15:19:37,2025-01-13 15:44:59,1522,Outgoing
538,21650974757,216286809,2025-01-13 14:28:27,2025-01-13 14:58:54,1827,Outgoing
539,21650837603,216353020,2025-01-13 14:57:24,2025-01-13 15:30:40,1996,Outgoing
540,21650862634,216370340,2025-01-13 15:05:58,2025-01-13 15:56:05,3007,Incoming
541,21650129220,216329596,2025-01-13 14:09:12,2025-01-13 14:27:36,1104,Outgoing
542,21650212969,216333216,2025-01-13 13:34:48,2025-01-13 13:40:49,361,Outgoing
543,21650842396,216900564,2025-01-13 14:47:46,2025-01-13 15:07:56,1210,Incoming
544,21650370485,216830599,2025-01-13 14:19:29,2025-01-13 14:31:50,741,Outgoing
545,21650819942,216682697,2025-01-13 15:19:29,2025-01-13 15:54:06,2077,Outgoing
546,21650571374,216313679,2025-01-13 14:47:58,2025-01-13 15:05:30,1052,Outgoing
547,21650403732,216475080,2025-01-13 14:29:59,2025-01-13 15:00:03,1804,Outgoing
548,21650614967,216488605,2025-01-13 14:16:34,2025-01-13 14:23:26,412,Incoming
549,21650427273,216410268,2025-01-13 14:51:15,2025-01-13 15:03:17,722,Outgoing
550,21650438272,216813948,2025-01-13 13:48:09,2025-01-13 14:12:14,1445,Outgoing
551,21650807645,216773394,2025-01-13 14:22:43,2025-01-13 15:14:27,3104,Outgoing
552,21650852723,216842316,2025-01-13 14:01:20,2025-01-13 14:16:49,929,Outgoing
553,21650565443,216104869,2025-01-13 14:28:47,2025-01-13 14:33:18,271,Incoming
554,21650972586,216960086,2025-01-13 13:25:10,2025-01-13 14:10:44,2734,Incoming
555,21650860890,216412678,2025-01-13 14:24:32,2025-01-13 15:00:40,2168,Incoming
556,21650627874,216146507,2025-01-13 15:08:48,2025-01-13 15:10:57,129,Incoming
557,21650655936,216324918,2025-01-13 14:39:33,2025-01-13 14:58:31,1138,Incoming
558,21650387878,216536801,2025-01-13 14:03:45,2025-01-13 14:26:35,1370,Incoming
559,21650443866,216893256,2025-01-13 14:54:27,2025-01-13 15:06:46,739,Outgoing
560,21650918861,216526342,2025-01-13 14:20:15,2025-01-13 14:42:05,1310,Incoming
561,21650437357,216326365,2025-01-13 15:01:50,2025-01-13 15:48:33,2803,Outgoing
562,21650137764,216965563,2025-01-13 14:19:27,2025-01-13 14:51:21,1914,Incoming
563,21650454874,216766867,2025-01-13 15:02:04,2025-01-13 15:15:53,829,Incoming
564,21650798489,216378659,2025-01-13 14:25:13,2025-01-13 14:47:57,1364,Outgoing
565,21650845414,216657299,2025-01-13 13:36:48,2025-01-13 13:39:11,143,Outgoing
566,21650297554,216818739,2025-01-13 15:12:31,2025-01-13 15:35:59,1408,Outgoing
567,21650850712,216781960,2025-01-13 14:36:44,2025-01-13 15:05:58,1754,Outgoing
568,21650595775,216241801,2025-01-13 14:42:45,2025-01-13 15:19:26,2201,Outgoing
569,21650124262,216459559,2025-01-13 15:18:59,2025-01-13 15:35:28,989,Incoming
570,21650176452,216748818,2025-01-13 14:39:30,2025-01-13 15:20:23,2453,Incoming
571,21650113310,216200978,2025-01-13 14:01:11,2025-01-13 14:30:51,1780,Incoming
572,21650988964,216946816,2025-01-13 14:47:38,2025-01-13 15:19:47,1929,Outgoing
573,21650566935,216869085,2025-01-13 14:19:51,2025-01-13 15:15:43,3352,Outgoing
574,21650795408,216793312,2025-01-13 14:54:00,2025-01-13 15:08:33,873,Outgoing
575,21650559284,216907366,2025-01-13 14:23:40,2025-01-13 15:14:39,3059,Incoming
576,21650451705,216159495,2025-01-13 15:20:20,2025-01-13 15:28:54,514,Outgoing
577,21650474968,216463260,2025-01-13 13:33:57,2025-01-13 14:00:21,1584,Outgoing
578,21650799152,216730390,2025-01-13 15:13:53,2025-01-13 15:33:00,1147,Incoming
579,21650391149,216426456,2025-01-13 14:46:09,2025-01-13 15:26:37,2428,Outgoing
580,21650939362,216999275,2025-01-13 14:29:55,2025-01-13 14:43:37,822,Incoming
581,21650316162,216449391,2025-01-13 14:32:27,2025-01-13 15:11:24,2337,Outgoing
582,21650998880,216570549,2025-01-13 14:28:39,2025-01-13 14:40:36,717,Outgoing
583,21650504684,216444147,2025-01-13 13:37:51,2025-01-13 14:28:10,3019,Outgoing
584,21650159867,216624683,2025-01-13 15:00:39,2025-01-13 15:00:46,7,Outgoing
585,21650384654,216303223,2025-01-13 13:24:31,2025-01-13 14:08:18,2627,Incoming
586,21650539013,216840198,2025-01-13 14:05:56,2025-01-13 14:08:12,136,Outgoing
587,21650811531,216974424,2025-01-13 13:47:36,2025-01-13 14:00:42,786,Incoming
588,21650959806,216830001,2025-01-13 14:27:45,2025-01-13 14:48:11,1226,Incoming
589,21650822595,216772039,2025-01-13 13:46:42,2025-01-13 13:57:39,657,Outgoing
590,21650714641,216193573,2025-01-13 15:00:07,2025-01-13 15:33:50,2023,Outgoing
591,21650629533,216187381,2025-01-13 13:56:19,2025-01-13 14:30:11,2032,Outgoing
592,21650951270,216612789,2025-01-13 14:03:42,2025-01-13 14:42:54,2352,Incoming
593,21650113039,216154106,2025-01-13 13:41:17,2025-01-13 14:37:30,3373,Outgoing
594,21650902335,216545084,2025-01-13 13:59:16,2025-01-13 14:21:20,1324,Incoming
595,21650503392,216701377,2025-01-13 13:55:08,2025-01-13 14:24:19,1751,Incoming
596,21650839438,216378562,2025-01-13 13:52:30,2025-01-13 14:15:28,1378,Incoming
597,21650151440,216839278,2025-01-13 14:25:27,2025-01-13 14:28:01,154,Outgoing
598,21650236581,216414587,2025-01-13 15:21:17,2025-01-13 15:39:50,1113,Outgoing
599,21650520551,216711931,2025-01-13 15:20:19,2025-01-13 15:20:57,38,Incoming
600,21650161940,216367176,2025-01-13 15:09:33,2025-01-13 16:02:33,3180,Incoming
601,21650158058,216177518,2025-01-13 14:29:29,2025-01-13 15:23:23,3234,Outgoing
602,21650901742,216931358,2025-01-13 14:29:35,2025-01-13 15:20:14,3039,Outgoing
603,21650292385,216427039,2025-01-13 15:00:48,2025-01-13 15:24:08,1400,Incoming
604,21650962779,216416734,2025-01-13 13:33:43,2025-01-13 13:34:43,60,Incoming
605,21650388359,216659764,2025-01-13 15:10:58,2025-01-13 15:30:03,1145,Outgoing
606,21650443332,216929904,2025-01-13 15:12:47,2025-01-13 15:55:17,2550,Outgoing
607,21650499560,216824347,2025-01-13 13:53:03,2025-01-13 14:33:52,2449,Outgoing
608,21650260723,216791694,2025-01-13 14:47:57,2025-01-13 15:27:51,2394,Incoming
609,21650444435,216268492,2025-01-13 13:56:07,2025-01-13 14:04:31,504,Outgoing
610,21650572682,216515888,2025-01-13 14:38:19,2025-01-13 14:53:37,918,Incoming
611,21650545163,216719601,2025-01-13 15:18:35,2025-01-13 15:58:32,2397,Outgoing
612,21650535074,216925124,2025-01-13 14:07:15,2025-01-13 14:32:59,1544,Outgoing
613,21650737918,216442382,2025-01-13 14:00:40,2025-01-13 14:02:02,82,Incoming
614,21650911190,216189407,2025-01-13 13:26:12,2025-01-13 14:22:15,3363,Incoming
615,21650752000,216684823,2025-01-13 15:00:07,2025-01-13 15:02:12,125,Incoming
616,21650465702,216477529,2025-01-13 14:35:00,2025-01-13 15:20:29,2729,Outgoing
